Utility Name,Fire Start Date,Fire Start Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Size,Suppressed by,Suppressing Agency,Facility Identification,Other Companies,Voltage (Volts),Equipment Involved With Ignition,Type,Was There an Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment /Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,Notes
PG&E,11/18/14,14:16,37.0353050,-122.0865650,Vegetation,Rural,< 0.25 Acres,Fire Agency,Felton Fire Dept.,101798988,,"21,000",Conductor,Overhead,Yes,11/18/14,14:16,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,11/22/14,6:29,36.7472340,-119.7859090,Vegetation,Urban,< 3 meters,Fire Agency,FRESNO CITY FIRE,MTR# 1008712302,,"12,000",Conductor,Overhead,Yes,11/22/14,6:29,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,11/23/14,5:45,40.1627590,-122.2381560,Vegetation,Urban,< 3 meters,Self Extinguished,,MTR #1008299414,,"12,000",Conductor,Overhead,Yes,11/23/14,5:45,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,11/24/14,15:29,37.4401800,-121.9187970,Vegetation,Urban,< 0.25 Acres,Fire Agency,Milpitas Fire Department,back yard of 599 Redwood ave,,0 – 750,Unknown,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,11/28/14,1:17,37.9892410,-122.3146080,Vegetation,Urban,< 0.25 Acres,Fire Agency,,101425748,AT&T,0 – 750,Conductor,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,11/29/14,14:21,36.7278300,-119.7012190,Other,Urban,Structure Only,Fire Agency,,100814277,AT&T,0 – 750,Conductor,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,roof burned
PG&E,12/8/14,9:51,36.8374800,-119.7899800,Vegetation,Urban,< 3 meters,Self Extinguished,,101780312,,"21,000",Conductor,Overhead,Yes,12/8/14,9:51,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,12/8/14,18:33,37.4630670,-122.2600940,Vegetation,Urban,< 0.25 Acres,Fire Agency,REDWOOD CITY FD,100300013,AT&T,"12,000",Conductor,Overhead,Yes,12/8/14,18:33,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,12/12/14,4:07,36.6378500,-121.8124600,Vegetation,Rural,< 3 meters,Utility: PG&E,,101762582,AT&T,"12,000",Conductor,Overhead,Yes,12/12/14,4:07,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,12/12/14,22:15,37.3917950,-122.2670467,Vegetation,Rural,< 3 meters,Unknown,,IFO 75 RANCH RD WOODSIDE,,"12,000",Conductor,Overhead,Yes,12/12/14,22:15,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,12/14/14,4:52,38.4200500,-120.8236890,Other,Rural,Structure Only,Fire Agency,Sutter creek fire,101238361,AT&T,"12,000",Conductor,Overhead,Yes,12/14/14,4:52,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,vehicle burned
PG&E,12/19/14,13:50,37.4609790,-122.1768610,Vegetation,Urban,< 3 meters,Fire Agency,MENLO PARK,100298576,AT&T,"12,000",Conductor,Overhead,Yes,12/19/14,13:50,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,12/25/14,10:50,36.3837160,-121.8663000,Vegetation,Rural,< 3 meters,Fire Agency,Mid Valley FD ?,101669474,AT&T,"12,000",Conductor,Overhead,Yes,12/25/14,10:50,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,12/29/14,11:58,38.1661300,-122.2536090,Other,Urban,Structure Only,Fire Agency,VALLEJO FD,1740 BROADWAY,,"12,000",Conductor,Overhead,Yes,12/29/14,11:58,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,mobile home burned
PG&E,12/30/14,9:00,38.4058600,-120.5153240,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,674 SMITTY LN,,"12,000",Conductor,Overhead,Yes,12/30/14,9:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,12/30/14,15:53,38.0165160,-122.1366200,Other,Urban,Structure Only,Fire Agency,MARTINEZ FIRE,100444078,,"21,000",Conductor,Overhead,Yes,12/30/14,15:53,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,vehicle burned
PG&E,1/8/15,15:18,37.36631,-121.88317,Other,Rural,< 0.25 Acres,Fire Agency,SJFD,100566657,None,"12,000",Conductor,Subsurface,Yes,1/8/15,15:18,Contact From Object,N.A.,Vehicle,Electric Facility,Human Error,
PG&E,1/10/15,13:07,38.08903,-122.20869,Vegetation,Urban,< 0.25 Acres,Utility: PG&E,,102217759,,"12,000",Conductor,Overhead,Yes,1/10/15,13:07,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,1/16/15,7:07,38.77533,-122.70044,Vegetation,Rural,< 3 meters,Fire Agency,CAL FIRE,102167494,Pacific Bell,0 – 750,Conductor,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,1/26/15,3:51,37.05394,-122.15867,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,,,"12,000",Conductor,Overhead,Yes,1/26/15,3:51,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,2/6/15,6:01,38.60589,-121.02213,Vegetation,Rural,< 3 meters,Fire Agency,,"6661 Ryan Ranch Road, El Dorado Hills",,"21,000",Conductor,Overhead,Yes,2/6/15,6:01,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,2/6/15,14:08,36.40321,-121.91088,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,loadside of 40283,,"12,000",Conductor,Overhead,Yes,2/6/15,14:08,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,2/7/15,15:13,38.08712,-122.54963,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,NOVATO FIRE DEPARTMENT,103598139,,"12,000",Conductor,Overhead,Yes,2/7/15,15:13,Equipment/ Facility Failure,Pole,N.A.,N.A.,Unknown,
PG&E,2/7/15,18:38,40.46741,-123.65446,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,"mile marker 36.61, hwy 36, bridgeville",,"12,000",Conductor,Overhead,Yes,2/7/15,18:38,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,2/13/15,16:01,35.36284,-118.96615,Vegetation,Urban,< 0.25 Acres,Fire Agency,Bakersfield FD,"512 Wilma Street, Bakersfield",,0 – 750,Conductor,Overhead,Yes,2/13/15,16:01,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,Third-party caused
PG&E,2/16/15,11:08,37.35996,-120.85233,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,101206051,,"12,000",Conductor,Overhead,Yes,2/16/15,11:08,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,2/17/15,16:46,39.76284,-121.58268,Vegetation,Urban,< 3 meters,Fire Agency,butte county,100324934,Pacific Bell,"12,000",Conductor,Overhead,Yes,2/17/15,16:46,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,Third-party caused
PG&E,2/22/15,14:20,38.81600,-122.18318,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Capay,101592201,,"21,000",Conductor,Overhead,Yes,2/22/15,14:20,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,2/23/15,2:05,39.30273,-121.01749,Vegetation,Rural,< 3 meters,Fire Agency,NEVADA CITY FIRE,100086316,,"12,000",Conductor,Overhead,Yes,2/23/15,2:05,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,2/23/15,13:25,38.50455,-122.74081,Vegetation,Rural,< 0.25 Acres,Fire Agency,RINCON VALLEY,BEHIND 4870 CARRIAGE LN SANTA ROSA,,"12,000",Conductor,Overhead,Yes,2/23/15,13:25,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,2/25/15,2:34,36.75618,-119.78001,Vegetation,Urban,< 3 meters,Fire Agency,CITY OF FRESNO,100869017,Pacific Bell,"12,000",Fuse,Overhead,Yes,2/25/15,2:34,Equipment/ Facility Failure,Fuse,N.A.,N.A.,Unknown,
PG&E,2/25/15,16:42,34.89210,-120.50397,Vegetation,Rural,< 3 meters,Customer,,,,0 – 750,Conductor,Overhead,Yes,2/25/15,16:42,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,3/4/15,18:44,38.99945,-122.75451,Vegetation,Rural,< 0.25 Acres,Fire Agency,Kelseyville FD,102156367,Pacific Bell,"12,000",Conductor,Overhead,Yes,3/4/15,18:44,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,3/7/15,13:35,38.70909,-122.64837,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,"14417 western mine rd, Middletown",,"12,000",Conductor,Overhead,Yes,3/7/15,13:35,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,3/9/15,9:36,38.73283,-120.75239,Building,Urban,Structure Only,Unknown,,101399208,Pacific Bell,"12,000",Conductor,Overhead,Yes,3/9/15,9:36,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,3/14/15,2:30,38.90381,-122.75790,Vegetation,Rural,< 0.25 Acres,Unknown,,"9210 Wildcat Road, Kelseyville",,"12,000",Conductor,Overhead,Yes,3/14/15,2:30,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,3/14/15,14:17,38.82525,-121.13632,Vegetation,Rural,< 3 meters,Fire Agency,LOOMIS FIRE,100051369,Pacific Bell,0 – 750,Conductor,Overhead,No,,,Contact From Object,N.A.,Balloons,Electric Facility,Human Error,
PG&E,3/14/15,22:09,36.89154,-121.71191,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,103525395,,"21,000",Conductor,Overhead,Yes,3/14/15,22:09,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,3/15/15,3:26,35.36933,-118.92804,Vegetation,Urban,< 0.25 Acres,Fire Agency,KERN COUNTY FIRE DEPT,100216241,Pacific Bell,0 – 750,Unknown,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,3/15/15,3:38,36.93396,-119.78022,Vegetation,Rural,< 3 meters,Unknown,,101121519,None,"21,000",Conductor,Overhead,Yes,3/15/15,3:38,Equipment/ Facility Failure,Pole,N.A.,N.A.,Unknown,
PG&E,3/15/15,22:47,38.33457,-120.53253,Vegetation,Rural,< 3 meters,Fire Agency,CAL FIRE,103106530,,"12,000",Conductor,Overhead,Yes,3/15/15,22:47,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,3/19/15,20:11,37.84163,-122.12176,Vegetation,Urban,< 3 meters,Fire Agency,moraga fire,100498544,Pacific Bell,"12,000",Conductor,Overhead,Yes,3/19/15,20:11,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,3/21/15,10:46,40.16448,-122.28939,Vegetation,Rural,< 3 meters,Fire Agency,CAL FIRE,101546309,Pacific Bell,"12,000",Conductor,Overhead,Yes,3/21/15,10:46,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,3/21/15,11:03,36.56658,-121.51428,Vegetation,Rural,< 0.25 Acres,Fire Agency,Monterey Regonal,101758338,Pacific Bell,"12,000",Conductor,Overhead,Yes,3/21/15,11:03,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,3/31/15,13:33,37.11247,-120.94326,Vegetation,Rural,< 3 meters,Fire Agency,COUNTY FIRE,101199839,,0 – 750,Conductor,Overhead,Yes,3/31/15,13:33,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,4/2/15,9:44,39.67722,-121.49198,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,100338726,,"12,000",Conductor,Overhead,Yes,4/2/15,9:44,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,4/4/15,16:49,38.88245,-122.59135,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,"20748 Jerusalem Grade Road, Middletown",,"12,000",Other,Overhead,Yes,4/4/15,16:49,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,Booster
PG&E,4/11/15,17:16,40.54619,-122.23427,Vegetation,Rural,< 0.25 Acres,Unknown,,101491414,,"12,000",Conductor,Overhead,Yes,4/11/15,17:16,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,4/12/15,12:35,40.18609,-122.21385,Vegetation,Rural,< 0.25 Acres,Fire Agency,NOT SURE 2ND ON SITE (1ST LXMX),101544984,,12000,Conductor,Overhead,Yes,4/12/15,12:35,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,4/14/15,11:09,38.02151,-121.60999,Vegetation,Rural,< 3 meters,Fire Agency,EAST CONTRA COSTA,100505773,Pacific Bell,0 – 750,Conductor,Overhead,Yes,4/14/15,11:09,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,4/14/15,12:35,38.17891,-121.69384,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,AIRPORT RD BTW 2CD & 3RD P/S/O CHURCH RD,,21000,Conductor,Overhead,Yes,4/14/15,12:35,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,4/15/15,12:35,39.11523,-121.57110,Vegetation,Urban,< 3 meters,Unknown,,101319105,Pacific Bell,0 – 750,Conductor,Overhead,Yes,4/15/15,12:35,Equipment/ Facility Failure,Crossarm,N.A.,N.A.,Unknown,
PG&E,4/16/15,17:35,38.20541,-122.14755,Vegetation,Rural,< 3 meters,Fire Agency,FAIRFIELD FD,SB 17513,,12000,Conductor,Overhead,Yes,4/16/15,17:35,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,4/17/15,14:34,37.00413,-119.72927,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,MADERA COUNTY,101118401,,21000,Conductor,Overhead,Yes,4/17/15,14:34,Other,N.A.,N.A.,N.A.,Other,bird nest caught fire
PG&E,4/18/15,3:07,38.68576,-121.00839,Vegetation,Urban,< 3 meters,Fire Agency,carmeron park F.D.,around t-7464,,21000,Conductor,Overhead,Yes,4/18/15,3:07,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,4/19/15,9:18,36.57637,-119.66898,Vegetation,Rural,< 0.25 Acres,Self Extinguished,,100826688,Pacific Bell,12000,Conductor,Overhead,Yes,4/19/15,9:18,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,4/19/15,13:01,37.15710,-120.41450,Vegetation,Rural,< 0.25 Acres,Unknown,,101013878,,"12,000",Conductor,Overhead,Yes,4/19/15,13:01,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,4/20/15,18:18,36.97431,-120.01758,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,MFD,101211344,Pacific Bell,12000,Conductor,Overhead,Yes,4/20/15,18:18,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,4/21/15,17:01,34.93126,-120.44048,Vegetation,Urban,< 3 meters,Self Extinguished,,101919414,Verizon,12000,Conductor,Overhead,Yes,4/21/15,17:01,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,4/24/15,6:06,38.05007,-121.49664,Vegetation,Rural,< 3 meters,Fire Agency,unknown,levee rd s/o herman and helans resort,,21000,Conductor,Overhead,Yes,4/24/15,6:06,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,4/24/15,17:47,37.55864,-121.91962,Vegetation,Rural,< 0.25 Acres,Fire Agency,Alameda County,Base of C/O pole 9435,,12000,Unknown,Overhead,Yes,4/24/15,17:47,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,4/26/15,16:50,34.85467,-120.52399,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Santa Barbara County Fire Dept,2 poles load side 7455,None,12000,Conductor,Overhead,Yes,4/26/15,16:50,Equipment/ Facility Failure,Insulator,N.A.,N.A.,Unknown,
PG&E,4/27/15,12:54,35.48709,-120.67561,Vegetation,Rural,< 3 meters,Unknown,,103310601,,"21,000",Conductor,Overhead,Yes,4/27/15,12:54,Contact From Object,N.A.,Balloons,Electric Facility,Human Error,
PG&E,4/28/15,13:57,36.75043,-119.74831,Vegetation,Urban,< 3 meters,Fire Agency,FRESNO CITY FIRE,100842188,,12000,Conductor,Overhead,Yes,4/28/15,13:57,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,4/28/15,14:20,39.79716,-121.89074,Vegetation,Rural,< 3 meters,Unknown,,100435592,Pacific Bell,"12,000",Conductor,Overhead,Yes,4/28/15,14:20,Equipment/ Facility Failure,Insulator,N.A.,N.A.,Unknown,
PG&E,4/30/15,0:26,37.24014,-122.24720,Vegetation,Rural,< 0.25 Acres,Unknown,,1145 VERDE R,,"12,000",Conductor,Overhead,Yes,4/30/15,0:26,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,5/2/15,16:51,37.32843,-119.64296,Vegetation,Rural,< 0.25 Acres,Fire Agency,MADERA COUNTY,103768995,,"12,000",Conductor,Overhead,Yes,5/2/15,16:51,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,5/2/15,17:30,38.20382,-121.26438,Vegetation,Rural,< 0.25 Acres,Unknown,,103765745,Pacific Bell,"12,000",Conductor,Overhead,Yes,5/2/15,17:30,Contact From Object,N.A.,Other,Electric Facility,Human Error,Sky diver hit line
PG&E,5/6/15,17:17,37.42727,-119.88028,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,BOOSTER 8179 INDIAN PEEK N/O MIWUK,None,"21,000",Other,Overhead,Yes,5/6/15,17:17,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,Booster
PG&E,5/6/15,23:10,39.81040,-122.32918,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,BLACK BUTTE,,"12,000",Lightning Arrestor,Overhead,Yes,5/6/15,23:10,Equipment/ Facility Failure,Lightning Arrestor,N.A.,N.A.,Unknown,
PG&E,5/7/15,8:06,39.23799,-121.58751,Vegetation,Rural,< 0.25 Acres,Unknown,,101331086,,0 – 750,Conductor,Overhead,No,,,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,5/8/15,5:55,38.77553,-121.50642,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,fire dept,mtr # 03650R,,0 – 750,Fuse,Overhead,Yes,5/8/15,5:55,Equipment/ Facility Failure,Fuse,N.A.,N.A.,Unknown,
PG&E,5/9/15,13:10,39.23429,-121.24683,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAL FIRE,100000103,None,"21,000",Conductor,Overhead,Yes,5/9/15,13:10,Equipment/ Facility Failure,Pole,N.A.,N.A.,Unknown,
PG&E,5/9/15,21:37,39.28477,-121.02192,Vegetation,Rural,< 3 meters,Fire Agency,CAL FIRE,100004095,Pacific Bell,"12,000",Fuse,Overhead,Yes,5/9/15,21:37,Equipment/ Facility Failure,Fuse,N.A.,N.A.,Unknown,
PG&E,5/10/15,15:03,37.66494,-122.43218,Vegetation,Urban,< 0.25 Acres,Fire Agency,San Mateo FD,100282481,Pacific Bell,"12,000",Conductor,Overhead,Yes,5/10/15,15:03,Contact From Object,N.A.,Balloons,Electric Facility,Human Error,
PG&E,5/10/15,16:07,37.78316,-120.79332,Vegetation,Rural,< 0.25 Acres,Fire Agency,Oakdale,9956 Dillwood rd.,,"17,000",Conductor,Overhead,Yes,5/10/15,16:07,Contact From Object,N.A.,Balloons,Electric Facility,Human Error,
PG&E,5/11/15,7:19,38.12335,-121.37083,Vegetation,Rural,10 - 99 Acres,Fire Agency,woodbridge fd,102075242,Pacific Bell,"21,000",Conductor,Overhead,Yes,5/11/15,7:19,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,5/11/15,16:07,35.92534,-120.86691,Vegetation,Rural,< 3 meters,Unknown,,LR 7064 JUMP,,"12,000",Conductor,Overhead,Yes,5/11/15,16:07,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,5/11/15,16:18,39.28045,-123.20674,Vegetation,Rural,< 0.25 Acres,Fire Agency,REDWOOD VALLEY FIRE,"9502 EAST RD., REDWOOD VALLEY",,0 – 750,Conductor,Overhead,Yes,5/11/15,16:18,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,5/12/15,23:57,39.18514,-121.68041,Vegetation,Rural,< 3 meters,Fire Agency,YUBA CITY,101303383,Pacific Bell,0 – 750,Transformer,Overhead,Yes,5/12/15,23:57,Equipment/ Facility Failure,Transformer,N.A.,N.A.,Unknown,
PG&E,5/13/15,21:57,37.49422,-122.36803,Vegetation,Rural,< 3 meters,Fire Agency,sm county cal fire,103492873,,"12,000",Conductor,Overhead,Yes,5/13/15,21:57,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,5/14/15,11:03,37.05514,-120.31699,Vegetation,Rural,< 0.25 Acres,Self Extinguished,,S/O 10696 AVE. 19 1/2,,"12,000",Conductor,Overhead,Yes,5/14/15,11:03,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,5/17/15,23:41,39.43172,-121.72594,Vegetation,Rural,< 0.25 Acres,Self Extinguished,,100414389,Pacific Bell,"12,000",Conductor,Overhead,Yes,5/17/15,23:41,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,5/19/15,13:31,37.92734,-122.08633,Vegetation,Urban,< 3 meters,Fire Agency,CONTRA COSTA   FIRE,100476269,Pacific Bell,"21,000",Switch,Overhead,Yes,5/19/15,13:31,Equipment/ Facility Failure,Switch,N.A.,N.A.,Unknown,
PG&E,5/21/15,6:02,36.21518,-121.16459,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,3 pole structure east side 101 south of central,,0 – 750,Unknown,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,5/21/15,9:23,38.59964,-122.99354,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,4 SPANS LOAD SIDE 2993,,"12,000",Conductor,Overhead,Yes,5/21/15,9:23,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,5/24/15,10:59,36.20130,-121.16116,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,king city fire department,101734774,Pacific Bell,"12,000",Conductor,Overhead,Yes,5/24/15,10:59,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,5/25/15,2:42,38.70269,-121.90008,Vegetation,Rural,.26 - 9.99 Acres,Unknown,,Str. 029/177,,"115,000",Unknown,Overhead,Yes,5/25/15,2:42,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,5/26/15,5:44,36.16610,-120.25348,Vegetation,Rural,< 0.25 Acres,Fire Agency,FRESNO COUNTY FIRE DEPT.,OFF PHELPS 2 MILES E/O CALAVERAS,,0 – 750,Conductor,Overhead,No,,,Other,N.A.,N.A.,N.A.,Other,Crow's nest caught fire
PG&E,5/27/15,1:02,36.59864,-119.42185,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Reedley Fire /dept,"Open field by Riser 7465, Zumwalt Ave S/O Manning Ave, Reedley",Verizon,"12,000",Conductor,Overhead,Yes,5/27/15,1:02,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,UG cable
PG&E,5/27/15,21:44,39.16901,-120.96120,Vegetation,Rural,< 0.25 Acres,Fire Agency,PEARDALE F.D.,100077687,,"12,000",Conductor,Overhead,Yes,5/27/15,21:44,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,5/28/15,17:09,40.39421,-122.28906,Vegetation,Urban,< 0.25 Acres,Unknown,,101492440,Pacific Bell,0 – 750,Transformer,Overhead,Yes,5/28/15,17:09,Equipment/ Facility Failure,Transformer,N.A.,N.A.,Unknown,
PG&E,5/29/15,11:31,36.96398,-121.53348,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,100616133,,"21,000",Conductor,Overhead,Yes,5/29/15,11:31,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,5/30/15,9:06,39.47426,-121.69810,Vegetation,Rural,< 0.25 Acres,Unknown,,,,"12,000",Conductor,Overhead,Yes,5/30/15,9:06,Contact From Object,N.A.,Other,Electric Facility,Human Error,helicopter hit line
PG&E,5/30/15,11:04,36.90227,-119.77370,Vegetation,Rural,.26 - 9.99 Acres,Self Extinguished,,100643725,,"12,000",Conductor,Overhead,Yes,5/30/15,11:04,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,5/30/15,12:52,38.73713,-120.81221,Vegetation,Urban,< 3 meters,Fire Agency,el dorado co fire district,across from 2669 hwy 49,,"12,000",Fuse,Overhead,Yes,5/30/15,12:52,Equipment/ Facility Failure,Fuse,N.A.,N.A.,Unknown,
PG&E,5/30/15,17:35,38.72537,-120.83257,Vegetation,Rural,< 3 meters,Fire Agency,el dorado co fire,"100 placerville dr behind maint shop, Placerville",,"12,000",Conductor,Overhead,Yes,5/30/15,17:35,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,5/31/15,0:23,37.29658,-120.46825,Vegetation,Urban,< 3 meters,Fire Agency,HAD LEFT SCENE BEFORE ARRIVAL,101157239,Pacific Bell,0 – 750,Conductor,Overhead,No,,,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,5/31/15,7:07,38.78237,-121.48018,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Pleasnt Grove Fire Dept  Station #,"3700 Sankey Rd, Pleasant Grove",,"12,000",Unknown,Overhead,Yes,5/31/15,7:07,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,5/31/15,9:27,37.97745,-121.32671,Vegetation,Urban,< 0.25 Acres,Customer,,102057703,Pacific Bell,"12,000",Conductor,Overhead,No,,,Contact From Object,N.A.,Balloons,Electric Facility,Human Error,
PG&E,5/31/15,11:31,37.27325,-120.47098,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,101152842,Pacific Bell,0 – 750,Conductor,Overhead,No,,,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,Third-party caused
PG&E,5/31/15,11:55,37.72185,-120.79311,Vegetation,Rural,< 3 meters,Customer,NONE,102340604,None,0 – 750,Conductor,Overhead,No,,,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,6/3/15,9:33,39.68957,-121.62161,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,,,"12,000",Conductor,Overhead,Yes,6/3/15,9:33,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,6/3/15,13:44,38.62701,-121.07659,Vegetation,Rural,< 0.25 Acres,Fire Agency,CAL FIRE,103035299,,"21,000",Conductor,Overhead,Yes,6/3/15,13:44,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,6/3/15,17:09,35.36123,-119.00622,Vegetation,Urban,< 0.25 Acres,Fire Agency,KCFD AND BCFD,100150055,Pacific Bell,0 – 750,Conductor,Overhead,No,,,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
